action_violation,actual_allowed,actual_error_code,actual_executor_calls,actual_failure_count,actual_final_state,actual_loop_status,actual_requires_refinement,actual_risk_level,actual_selection,actual_verification,all_match,atomic_action_count,case_id,category,config,decision_calls,decision_violation,dimension,entered_executor,error_code_match,exact_match,executor_calls,expected_allowed,expected_error_code,expected_executor_calls,expected_failure_count,expected_final_state,expected_history_version_count,expected_loop_status,expected_requires_refinement,expected_risk_level,expected_selected_strategy_kind,expected_status,expected_verification,failure_match,final_status,initial_state,max_decision_calls,max_steps,nonsemantic_pollution,note,oracle_match,part,reason,recovery_budget,recovery_count,recovery_violation,selection_match,sequence_id,state_match,status_match,stop_reason,type_level_rejected,unexpected_reject,verifier,zero_exec
,False,FINGERPRINT_MISMATCH,0,,,guard_reject,False,high,,,,,stale_candidate_map,candidate_map_mismatch,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,stale_screen_version,,True,,,False,FINGERPRINT_MISMATCH,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,CANDIDATE_NOT_FOUND,0,,,guard_reject,False,high,,,,,nonexistent_candidate_id,candidate_unreachable,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,missing_candidate,,True,,,False,CANDIDATE_NOT_FOUND,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,PAGE_MISMATCH,0,,,guard_reject,False,high,,,,,screen_fingerprint_mismatch,candidate_map_mismatch,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,screen_fingerprint,,True,,,False,PAGE_MISMATCH,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,CANDIDATE_MAP_PACKAGE_MISMATCH,0,,,guard_reject,False,high,,,,,package_mismatch,candidate_map_mismatch,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,package,,True,,,False,CANDIDATE_MAP_PACKAGE_MISMATCH,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,CANDIDATE_MAP_ACTIVITY_MISMATCH,0,,,guard_reject,False,high,,,,,activity_mismatch,candidate_map_mismatch,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,activity,,True,,,False,CANDIDATE_MAP_ACTIVITY_MISMATCH,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,bbox_right_out,bbox_out_of_screen,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,right_out,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,bbox_bottom_out,bbox_out_of_screen,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,bottom_out,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,OCR_ONLY_NOT_ALLOWED,0,,,needs_refinement,True,low,,,,,ocr_only_no_refine,refinement,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=False)",,,ocr_only,,True,,,False,OCR_ONLY_NOT_ALLOWED,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,confidence_below,refinement,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,confidence_below,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,LOW_CLICKABLE_LIKELIHOOD,0,,,needs_refinement,True,low,,,,,clickable_below,refinement,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,clickable_below,,True,,,False,LOW_CLICKABLE_LIKELIHOOD,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,action_semantics_sensitive,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,target_semantics_mismatch,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,payment_risk,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,payment,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,delete_risk,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,delete,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,logout_risk,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,logout,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,subscription_risk,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,subscription,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,authorization_risk,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,authorization,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,password_risk,sensitive,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,password,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,PREVIOUSLY_FAILED,0,,,guard_reject,False,high,,,,,previously_failed,candidate_unreachable,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,duplicate_failed,,True,,,False,PREVIOUSLY_FAILED,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,UNKNOWN_ACTION,0,,,guard_reject,False,high,,,,,unknown_action_empty,unknown_action,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,empty,,True,,,False,UNKNOWN_ACTION,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,UNKNOWN_ACTION,0,,,guard_reject,False,high,,,,,unknown_action_whitespace,unknown_action,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,whitespace,,True,,,False,UNKNOWN_ACTION,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,UNKNOWN_ACTION,0,,,guard_reject,False,high,,,,,unknown_action_too_long,unknown_action,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,too_long,,True,,,False,UNKNOWN_ACTION,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,False,UNKNOWN_ACTION,0,,,guard_reject,False,high,,,,,unknown_action_illegal,unknown_action,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,illegal_type,,True,,,False,UNKNOWN_ACTION,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,,,True
,,,,,,,,,,,,,bbox_negative,,,,,negative_coord,,,,0,,,,,,,,,,,,,,,,,,,BBox rejects at construction,,part1_guard,,,,,,,,,,True,,,
,,,,,,,,,,,,,bbox_zero_area,,,,,zero_area,,,,0,,,,,,,,,,,,,,,,,,,BBox rejects at construction,,part1_guard,,,,,,,,,,True,,,
,,,,,,,,,,,,,bbox_reversed,,,,,reversed_coord,,,,0,,,,,,,,,,,,,,,,,,,BBox rejects at construction,,part1_guard,,,,,,,,,,True,,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_visual_tap_candidate,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,basic_tap_candidate,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_tap_visual,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,tap_visual,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_bbox_edge,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,bbox_edge,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_bbox_tiny,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,bbox_tiny,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_bbox_full_screen,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,bbox_max_in_screen,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_confidence_equal,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,confidence_equal_threshold,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_clickable_equal,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,clickable_equal_threshold,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_swipe,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,swipe,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_type_text,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,type_text,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_remote_key,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,remote_key,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_media_key,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,media_key,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_back,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,back,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_wait,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,wait,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_confidence_above,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,confidence_above_threshold,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_clickable_above,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,clickable_above_threshold,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_ocr_only,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,ocr_only_allowed,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,True,,1,,,stopped_unverified,False,low,,,,,allow_other_page,,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,legal_current_page,True,,,,,,,,,,,,,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_1,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_2,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_3,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_4,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_5,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,CANDIDATE_NOT_FOUND,0,,,guard_reject,False,high,,,,,variant_6,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,False,CANDIDATE_NOT_FOUND,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_7,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_8,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_9,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_10,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_11,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_12,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_13,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_14,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_15,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_16,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_17,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_18,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_19,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_20,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,CANDIDATE_NOT_FOUND,0,,,guard_reject,False,high,,,,,variant_21,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,False,CANDIDATE_NOT_FOUND,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_22,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_23,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_24,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_25,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
