action_violation,actual_allowed,actual_error_code,actual_executor_calls,actual_failure_count,actual_final_state,actual_loop_status,actual_requires_refinement,actual_risk_level,actual_selection,actual_verification,all_match,atomic_action_count,case_id,category,config,decision_calls,decision_violation,dimension,entered_executor,error_code_match,exact_match,executor_calls,expected_allowed,expected_error_code,expected_executor_calls,expected_failure_count,expected_final_state,expected_history_version_count,expected_loop_status,expected_requires_refinement,expected_risk_level,expected_selected_strategy_kind,expected_status,expected_verification,failure_match,final_status,initial_state,max_decision_calls,max_steps,nonsemantic_pollution,note,oracle_match,part,reason,recovery_budget,recovery_count,recovery_violation,selection_match,sequence_id,state_match,status_match,stop_reason,type_level_rejected,unexpected_reject,verifier,zero_exec
,True,,1,,,stopped_unverified,False,low,,,,,variant_782,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_783,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_784,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_785,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_786,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_787,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_788,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_789,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,LOW_CLICKABLE_LIKELIHOOD,0,,,needs_refinement,True,low,,,,,variant_790,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,False,LOW_CLICKABLE_LIKELIHOOD,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,variant_791,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_792,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,CANDIDATE_NOT_FOUND,0,,,guard_reject,False,high,,,,,variant_793,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,False,CANDIDATE_NOT_FOUND,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_794,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_795,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_796,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_797,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_798,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_799,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_800,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_801,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_802,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_803,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_804,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_805,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_806,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,LOW_CLICKABLE_LIKELIHOOD,0,,,needs_refinement,True,low,,,,,variant_807,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,False,LOW_CLICKABLE_LIKELIHOOD,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_808,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_809,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_810,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_811,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_812,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_813,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_814,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,True,,1,,,stopped_unverified,False,low,,,,,variant_815,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_816,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_817,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,variant_818,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_819,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_820,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_821,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_822,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_1,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,CANDIDATE_NOT_FOUND,0,,,guard_reject,False,high,,,,,variant_823,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,False,CANDIDATE_NOT_FOUND,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,guard_reject,False,high,,,,,variant_824,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_825,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_4,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_826,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_827,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,LOW_CONFIDENCE,0,,,needs_refinement,True,low,,,,,variant_828,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,False,LOW_CONFIDENCE,0,,,,needs_refinement,True,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_829,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,BBOX_OUT_OF_SCREEN,0,,,guard_reject,False,high,,,,,variant_830,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_2,,True,,,False,BBOX_OUT_OF_SCREEN,0,,,,guard_reject,False,high,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,False,SENSITIVE_TARGET,0,,,needs_user_confirmation,False,medium,,,,,variant_831,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_3,,True,,,False,SENSITIVE_TARGET,0,,,,needs_user_confirmation,False,medium,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,True
,True,,1,,,stopped_unverified,False,low,,,,,variant_832,variant,"ActionGuardConfig(screen_width=1280, screen_height=800, sensitive_keywords=[], allow_tap_visual_fallback=True, min_candidate_confidence=0.5, min_clickable_likelihood=0.3, allow_ocr_only_tap=True)",,,variant_0,,True,,,True,,1,,,,success,False,low,,,,,,,,,,,,part1_guard,,,,,,,,,,,False,,False
